run_id,model,family,params_b,setting,task,prompt_tier,metric_name,metric_value,n_examples,seed
20260701_003205_smollm2_17b_E1-INT8_nq_open_dev,smollm2_17b,SmolLM,1.7,E1-INT8,nq_open,P0,em,7.392,200,42
20260702_083104_smollm2_17b_E1-INT8_nq_open_dev_P1,smollm2_17b,SmolLM,1.7,E1-INT8,nq_open,P1,em,3.8972,200,42
20260702_111044_smollm2_17b_E1-INT8_nq_open_dev_P2,smollm2_17b,SmolLM,1.7,E1-INT8,nq_open,P2,em,3.9592,200,42
20260702_134404_smollm2_17b_E1-INT8_nq_open_dev_P3,smollm2_17b,SmolLM,1.7,E1-INT8,nq_open,P3,em,3.4978,200,42
20260701_003125_smollm2_17b_E1-INT8_squad_v2_dev,smollm2_17b,SmolLM,1.7,E1-INT8,squad_v2,P0,em,38.0386,200,42
20260702_082441_smollm2_17b_E1-INT8_squad_v2_dev_P1,smollm2_17b,SmolLM,1.7,E1-INT8,squad_v2,P1,em,21.5537,200,42
20260702_110940_smollm2_17b_E1-INT8_squad_v2_dev_P2,smollm2_17b,SmolLM,1.7,E1-INT8,squad_v2,P2,em,5.6671,200,42
20260702_134158_smollm2_17b_E1-INT8_squad_v2_dev_P3,smollm2_17b,SmolLM,1.7,E1-INT8,squad_v2,P3,em,5.4282,200,42
20260701_003639_smollm2_17b_E1-INT8_truthfulqa_mc1_dev,smollm2_17b,SmolLM,1.7,E1-INT8,truthfulqa_mc1,P0,acc,24.0,200,42
20260702_085014_smollm2_17b_E1-INT8_truthfulqa_mc1_dev_P1,smollm2_17b,SmolLM,1.7,E1-INT8,truthfulqa_mc1,P1,acc,34.0,200,42
20260702_111426_smollm2_17b_E1-INT8_truthfulqa_mc1_dev_P2,smollm2_17b,SmolLM,1.7,E1-INT8,truthfulqa_mc1,P2,acc,24.5,200,42
20260702_134428_smollm2_17b_E1-INT8_truthfulqa_mc1_dev_P3,smollm2_17b,SmolLM,1.7,E1-INT8,truthfulqa_mc1,P3,acc,29.5,200,42
20260701_015457_smollm2_17b_E2-Q8_halueval_general_dev,smollm2_17b,SmolLM,1.7,E2-Q8,halueval_general,P0,acc,35.5,200,42
20260701_015300_smollm2_17b_E2-Q8_halueval_qa_dev,smollm2_17b,SmolLM,1.7,E2-Q8,halueval_qa,P0,acc,18.5,200,42
20260701_013928_smollm2_17b_E2-Q8_nq_open_dev,smollm2_17b,SmolLM,1.7,E2-Q8,nq_open,P0,em,3.7663,200,42
20260701_214242_smollm2_17b_E2-Q8_nq_open_dev_P1,smollm2_17b,SmolLM,1.7,E2-Q8,nq_open,P1,em,1.7538,200,42
20260702_030147_smollm2_17b_E2-Q8_nq_open_dev_P2,smollm2_17b,SmolLM,1.7,E2-Q8,nq_open,P2,em,1.8023,200,42
20260702_053026_smollm2_17b_E2-Q8_nq_open_dev_P3,smollm2_17b,SmolLM,1.7,E2-Q8,nq_open,P3,em,1.4836,200,42
20260701_013624_smollm2_17b_E2-Q8_squad_v2_dev,smollm2_17b,SmolLM,1.7,E2-Q8,squad_v2,P0,em,0.0,200,42
20260701_214143_smollm2_17b_E2-Q8_squad_v2_dev_P1,smollm2_17b,SmolLM,1.7,E2-Q8,squad_v2,P1,em,1.1557,200,42
20260702_024347_smollm2_17b_E2-Q8_squad_v2_dev_P2,smollm2_17b,SmolLM,1.7,E2-Q8,squad_v2,P2,em,2.4429,200,42
20260702_052856_smollm2_17b_E2-Q8_squad_v2_dev_P3,smollm2_17b,SmolLM,1.7,E2-Q8,squad_v2,P3,em,1.6407,200,42
20260701_014229_smollm2_17b_E2-Q8_truthfulqa_mc1_dev,smollm2_17b,SmolLM,1.7,E2-Q8,truthfulqa_mc1,P0,acc,22.0,200,42
20260701_214609_smollm2_17b_E2-Q8_truthfulqa_mc1_dev_P1,smollm2_17b,SmolLM,1.7,E2-Q8,truthfulqa_mc1,P1,acc,22.0,200,42
20260702_030948_smollm2_17b_E2-Q8_truthfulqa_mc1_dev_P2,smollm2_17b,SmolLM,1.7,E2-Q8,truthfulqa_mc1,P2,acc,19.0,200,42
20260702_053257_smollm2_17b_E2-Q8_truthfulqa_mc1_dev_P3,smollm2_17b,SmolLM,1.7,E2-Q8,truthfulqa_mc1,P3,acc,22.0,200,42
20260701_021335_smollm2_17b_E3-Q5_halueval_general_dev,smollm2_17b,SmolLM,1.7,E3-Q5,halueval_general,P0,acc,39.5,200,42
20260701_123050_smollm2_17b_E3-Q5_halueval_qa_dev,smollm2_17b,SmolLM,1.7,E3-Q5,halueval_qa,P0,acc,25.5,200,42
20260701_015111_smollm2_17b_E3-Q5_nq_open_dev,smollm2_17b,SmolLM,1.7,E3-Q5,nq_open,P0,em,3.3429,200,42
20260701_214809_smollm2_17b_E3-Q5_nq_open_dev_P1,smollm2_17b,SmolLM,1.7,E3-Q5,nq_open,P1,em,1.8636,200,42
20260702_041625_smollm2_17b_E3-Q5_nq_open_dev_P2,smollm2_17b,SmolLM,1.7,E3-Q5,nq_open,P2,em,1.656,200,42
20260702_072113_smollm2_17b_E3-Q5_nq_open_dev_P3,smollm2_17b,SmolLM,1.7,E3-Q5,nq_open,P3,em,2.0063,200,42
20260701_014940_smollm2_17b_E3-Q5_squad_v2_dev,smollm2_17b,SmolLM,1.7,E3-Q5,squad_v2,P0,em,0.0,200,42
20260701_214601_smollm2_17b_E3-Q5_squad_v2_dev_P1,smollm2_17b,SmolLM,1.7,E3-Q5,squad_v2,P1,em,1.0,200,42
20260702_041232_smollm2_17b_E3-Q5_squad_v2_dev_P2,smollm2_17b,SmolLM,1.7,E3-Q5,squad_v2,P2,em,2.0237,200,42
20260702_071917_smollm2_17b_E3-Q5_squad_v2_dev_P3,smollm2_17b,SmolLM,1.7,E3-Q5,squad_v2,P3,em,1.708,200,42
20260701_020322_smollm2_17b_E3-Q5_truthfulqa_mc1_dev,smollm2_17b,SmolLM,1.7,E3-Q5,truthfulqa_mc1,P0,acc,20.0,200,42
20260701_215239_smollm2_17b_E3-Q5_truthfulqa_mc1_dev_P1,smollm2_17b,SmolLM,1.7,E3-Q5,truthfulqa_mc1,P1,acc,22.0,200,42
20260702_041811_smollm2_17b_E3-Q5_truthfulqa_mc1_dev_P2,smollm2_17b,SmolLM,1.7,E3-Q5,truthfulqa_mc1,P2,acc,20.0,200,42
20260702_072315_smollm2_17b_E3-Q5_truthfulqa_mc1_dev_P3,smollm2_17b,SmolLM,1.7,E3-Q5,truthfulqa_mc1,P3,acc,21.0,200,42
20260701_021704_smollm2_17b_E4-Q4_halueval_general_dev,smollm2_17b,SmolLM,1.7,E4-Q4,halueval_general,P0,acc,34.5,200,42
20260701_021704_smollm2_17b_E4-Q4_halueval_qa_dev,smollm2_17b,SmolLM,1.7,E4-Q4,halueval_qa,P0,acc,16.5,200,42
20260701_020122_smollm2_17b_E4-Q4_nq_open_dev,smollm2_17b,SmolLM,1.7,E4-Q4,nq_open,P0,em,2.7081,200,42
20260701_214809_smollm2_17b_E4-Q4_nq_open_dev_P1,smollm2_17b,SmolLM,1.7,E4-Q4,nq_open,P1,em,1.35,200,42
20260702_042814_smollm2_17b_E4-Q4_nq_open_dev_P2,smollm2_17b,SmolLM,1.7,E4-Q4,nq_open,P2,em,1.2168,200,42
20260702_072801_smollm2_17b_E4-Q4_nq_open_dev_P3,smollm2_17b,SmolLM,1.7,E4-Q4,nq_open,P3,em,1.2838,200,42
20260701_015957_smollm2_17b_E4-Q4_squad_v2_dev,smollm2_17b,SmolLM,1.7,E4-Q4,squad_v2,P0,em,0.0,200,42
20260701_214604_smollm2_17b_E4-Q4_squad_v2_dev_P1,smollm2_17b,SmolLM,1.7,E4-Q4,squad_v2,P1,em,1.3875,200,42
20260702_042605_smollm2_17b_E4-Q4_squad_v2_dev_P2,smollm2_17b,SmolLM,1.7,E4-Q4,squad_v2,P2,em,1.7513,200,42
20260702_072803_smollm2_17b_E4-Q4_squad_v2_dev_P3,smollm2_17b,SmolLM,1.7,E4-Q4,squad_v2,P3,em,2.2875,200,42
20260701_021034_smollm2_17b_E4-Q4_truthfulqa_mc1_dev,smollm2_17b,SmolLM,1.7,E4-Q4,truthfulqa_mc1,P0,acc,21.0,200,42
20260701_214812_smollm2_17b_E4-Q4_truthfulqa_mc1_dev_P1,smollm2_17b,SmolLM,1.7,E4-Q4,truthfulqa_mc1,P1,acc,22.5,200,42
20260702_042814_smollm2_17b_E4-Q4_truthfulqa_mc1_dev_P2,smollm2_17b,SmolLM,1.7,E4-Q4,truthfulqa_mc1,P2,acc,21.0,200,42
20260702_073054_smollm2_17b_E4-Q4_truthfulqa_mc1_dev_P3,smollm2_17b,SmolLM,1.7,E4-Q4,truthfulqa_mc1,P3,acc,20.0,200,42
20260630_224604_smollm2_360m_E0-REF_halueval_general_dev,smollm2_360m,SmolLM,0.36,E0-REF,halueval_general,P0,acc,32.0,200,42
20260630_224604_smollm2_360m_E0-REF_halueval_qa_dev,smollm2_360m,SmolLM,0.36,E0-REF,halueval_qa,P0,acc,53.0,200,42
20260630_223733_smollm2_360m_E0-REF_nq_open_dev,smollm2_360m,SmolLM,0.36,E0-REF,nq_open,P0,em,5.5746,200,42
20260701_213653_smollm2_360m_E0-REF_nq_open_dev_P1,smollm2_360m,SmolLM,0.36,E0-REF,nq_open,P1,em,3.8821,200,42
20260701_224423_smollm2_360m_E0-REF_nq_open_dev_P2,smollm2_360m,SmolLM,0.36,E0-REF,nq_open,P2,em,3.8257,200,42
20260702_000801_smollm2_360m_E0-REF_nq_open_dev_P3,smollm2_360m,SmolLM,0.36,E0-REF,nq_open,P3,em,4.2695,200,42
20260630_223733_smollm2_360m_E0-REF_squad_v2_dev,smollm2_360m,SmolLM,0.36,E0-REF,squad_v2,P0,em,17.7355,200,42
20260701_213653_smollm2_360m_E0-REF_squad_v2_dev_P1,smollm2_360m,SmolLM,0.36,E0-REF,squad_v2,P1,em,17.4957,200,42
20260701_224142_smollm2_360m_E0-REF_squad_v2_dev_P2,smollm2_360m,SmolLM,0.36,E0-REF,squad_v2,P2,em,5.368,200,42
20260702_000752_smollm2_360m_E0-REF_squad_v2_dev_P3,smollm2_360m,SmolLM,0.36,E0-REF,squad_v2,P3,em,5.2558,200,42
20260630_224604_smollm2_360m_E0-REF_truthfulqa_mc1_dev,smollm2_360m,SmolLM,0.36,E0-REF,truthfulqa_mc1,P0,acc,23.5,200,42
20260701_213653_smollm2_360m_E0-REF_truthfulqa_mc1_dev_P1,smollm2_360m,SmolLM,0.36,E0-REF,truthfulqa_mc1,P1,acc,18.5,200,42
20260701_224430_smollm2_360m_E0-REF_truthfulqa_mc1_dev_P2,smollm2_360m,SmolLM,0.36,E0-REF,truthfulqa_mc1,P2,acc,19.0,200,42
20260702_000839_smollm2_360m_E0-REF_truthfulqa_mc1_dev_P3,smollm2_360m,SmolLM,0.36,E0-REF,truthfulqa_mc1,P3,acc,18.5,200,42
20260630_230354_smollm2_360m_E1-INT8_halueval_general_dev,smollm2_360m,SmolLM,0.36,E1-INT8,halueval_general,P0,acc,29.0,200,42
20260630_230236_smollm2_360m_E1-INT8_halueval_qa_dev,smollm2_360m,SmolLM,0.36,E1-INT8,halueval_qa,P0,acc,54.0,200,42
20260630_225735_smollm2_360m_E1-INT8_nq_open_dev,smollm2_360m,SmolLM,0.36,E1-INT8,nq_open,P0,em,6.2309,200,42
20260702_064811_smollm2_360m_E1-INT8_nq_open_dev_P1,smollm2_360m,SmolLM,0.36,E1-INT8,nq_open,P1,em,3.6641,200,42
20260702_093216_smollm2_360m_E1-INT8_nq_open_dev_P2,smollm2_360m,SmolLM,0.36,E1-INT8,nq_open,P2,em,3.0117,200,42
20260702_120502_smollm2_360m_E1-INT8_nq_open_dev_P3,smollm2_360m,SmolLM,0.36,E1-INT8,nq_open,P3,em,3.2995,200,42
20260630_225457_smollm2_360m_E1-INT8_squad_v2_dev,smollm2_360m,SmolLM,0.36,E1-INT8,squad_v2,P0,em,17.1039,200,42
20260702_012218_smollm2_360m_E1-INT8_squad_v2_dev_P1,smollm2_360m,SmolLM,0.36,E1-INT8,squad_v2,P1,em,17.0929,200,42
20260702_093144_smollm2_360m_E1-INT8_squad_v2_dev_P2,smollm2_360m,SmolLM,0.36,E1-INT8,squad_v2,P2,em,6.1073,200,42
20260702_120429_smollm2_360m_E1-INT8_squad_v2_dev_P3,smollm2_360m,SmolLM,0.36,E1-INT8,squad_v2,P3,em,4.9692,200,42
20260630_225735_smollm2_360m_E1-INT8_truthfulqa_mc1_dev,smollm2_360m,SmolLM,0.36,E1-INT8,truthfulqa_mc1,P0,acc,23.0,200,42
20260702_013907_smollm2_360m_E1-INT8_truthfulqa_mc1_dev_P1,smollm2_360m,SmolLM,0.36,E1-INT8,truthfulqa_mc1,P1,acc,19.5,200,42
20260702_093336_smollm2_360m_E1-INT8_truthfulqa_mc1_dev_P2,smollm2_360m,SmolLM,0.36,E1-INT8,truthfulqa_mc1,P2,acc,23.5,200,42
20260702_120644_smollm2_360m_E1-INT8_truthfulqa_mc1_dev_P3,smollm2_360m,SmolLM,0.36,E1-INT8,truthfulqa_mc1,P3,acc,22.0,200,42
20260701_052422_smollm2_360m_E2-Q8_halueval_general_dev,smollm2_360m,SmolLM,0.36,E2-Q8,halueval_general,P0,acc,47.0,200,42
20260701_052426_smollm2_360m_E2-Q8_halueval_qa_dev,smollm2_360m,SmolLM,0.36,E2-Q8,halueval_qa,P0,acc,58.5,200,42
20260630_221314_smollm2_360m_E2-Q8_nq_open_dev,smollm2_360m,SmolLM,0.36,E2-Q8,nq_open,P0,em,2.9282,200,42
20260701_213648_smollm2_360m_E2-Q8_nq_open_dev_P1,smollm2_360m,SmolLM,0.36,E2-Q8,nq_open,P1,em,1.2344,200,42
20260701_224020_smollm2_360m_E2-Q8_nq_open_dev_P2,smollm2_360m,SmolLM,0.36,E2-Q8,nq_open,P2,em,1.2788,200,42
20260702_035320_smollm2_360m_E2-Q8_nq_open_dev_P3,smollm2_360m,SmolLM,0.36,E2-Q8,nq_open,P3,em,1.5407,200,42
20260630_221314_smollm2_360m_E2-Q8_squad_v2_dev,smollm2_360m,SmolLM,0.36,E2-Q8,squad_v2,P0,em,8.3316,200,42
20260701_213649_smollm2_360m_E2-Q8_squad_v2_dev_P1,smollm2_360m,SmolLM,0.36,E2-Q8,squad_v2,P1,em,0.3268,200,42
20260701_224016_smollm2_360m_E2-Q8_squad_v2_dev_P2,smollm2_360m,SmolLM,0.36,E2-Q8,squad_v2,P2,em,2.8093,200,42
20260702_035320_smollm2_360m_E2-Q8_squad_v2_dev_P3,smollm2_360m,SmolLM,0.36,E2-Q8,squad_v2,P3,em,1.8644,200,42
20260630_221314_smollm2_360m_E2-Q8_truthfulqa_mc1_dev,smollm2_360m,SmolLM,0.36,E2-Q8,truthfulqa_mc1,P0,acc,20.5,200,42
20260701_213648_smollm2_360m_E2-Q8_truthfulqa_mc1_dev_P1,smollm2_360m,SmolLM,0.36,E2-Q8,truthfulqa_mc1,P1,acc,22.5,200,42
20260701_224110_smollm2_360m_E2-Q8_truthfulqa_mc1_dev_P2,smollm2_360m,SmolLM,0.36,E2-Q8,truthfulqa_mc1,P2,acc,21.0,200,42
20260702_035320_smollm2_360m_E2-Q8_truthfulqa_mc1_dev_P3,smollm2_360m,SmolLM,0.36,E2-Q8,truthfulqa_mc1,P3,acc,21.0,200,42
20260701_052429_smollm2_360m_E3-Q5_halueval_general_dev,smollm2_360m,SmolLM,0.36,E3-Q5,halueval_general,P0,acc,39.5,200,42
20260701_052426_smollm2_360m_E3-Q5_halueval_qa_dev,smollm2_360m,SmolLM,0.36,E3-Q5,halueval_qa,P0,acc,53.0,200,42
20260630_221652_smollm2_360m_E3-Q5_nq_open_dev,smollm2_360m,SmolLM,0.36,E3-Q5,nq_open,P0,em,3.1289,200,42
20260701_213856_smollm2_360m_E3-Q5_nq_open_dev_P1,smollm2_360m,SmolLM,0.36,E3-Q5,nq_open,P1,em,1.1728,200,42
20260701_223827_smollm2_360m_E3-Q5_nq_open_dev_P2,smollm2_360m,SmolLM,0.36,E3-Q5,nq_open,P2,em,1.1917,200,42
20260702_054721_smollm2_360m_E3-Q5_nq_open_dev_P3,smollm2_360m,SmolLM,0.36,E3-Q5,nq_open,P3,em,1.0014,200,42
20260630_221651_smollm2_360m_E3-Q5_squad_v2_dev,smollm2_360m,SmolLM,0.36,E3-Q5,squad_v2,P0,em,10.4032,200,42
20260701_213856_smollm2_360m_E3-Q5_squad_v2_dev_P1,smollm2_360m,SmolLM,0.36,E3-Q5,squad_v2,P1,em,0.0,200,42
20260701_223632_smollm2_360m_E3-Q5_squad_v2_dev_P2,smollm2_360m,SmolLM,0.36,E3-Q5,squad_v2,P2,em,2.6999,200,42
20260702_054429_smollm2_360m_E3-Q5_squad_v2_dev_P3,smollm2_360m,SmolLM,0.36,E3-Q5,squad_v2,P3,em,1.4417,200,42
20260630_221652_smollm2_360m_E3-Q5_truthfulqa_mc1_dev,smollm2_360m,SmolLM,0.36,E3-Q5,truthfulqa_mc1,P0,acc,20.0,200,42
20260701_213856_smollm2_360m_E3-Q5_truthfulqa_mc1_dev_P1,smollm2_360m,SmolLM,0.36,E3-Q5,truthfulqa_mc1,P1,acc,21.0,200,42
20260701_224007_smollm2_360m_E3-Q5_truthfulqa_mc1_dev_P2,smollm2_360m,SmolLM,0.36,E3-Q5,truthfulqa_mc1,P2,acc,22.5,200,42
20260702_054610_smollm2_360m_E3-Q5_truthfulqa_mc1_dev_P3,smollm2_360m,SmolLM,0.36,E3-Q5,truthfulqa_mc1,P3,acc,22.0,200,42
20260701_052432_smollm2_360m_E4-Q4_halueval_general_dev,smollm2_360m,SmolLM,0.36,E4-Q4,halueval_general,P0,acc,45.5,200,42
20260701_052432_smollm2_360m_E4-Q4_halueval_qa_dev,smollm2_360m,SmolLM,0.36,E4-Q4,halueval_qa,P0,acc,51.0,200,42
20260630_221653_smollm2_360m_E4-Q4_nq_open_dev,smollm2_360m,SmolLM,0.36,E4-Q4,nq_open,P0,em,3.2107,200,42
20260701_213856_smollm2_360m_E4-Q4_nq_open_dev_P1,smollm2_360m,SmolLM,0.36,E4-Q4,nq_open,P1,em,1.2389,200,42
20260701_222034_smollm2_360m_E4-Q4_nq_open_dev_P2,smollm2_360m,SmolLM,0.36,E4-Q4,nq_open,P2,em,1.4714,200,42
20260702_060318_smollm2_360m_E4-Q4_nq_open_dev_P3,smollm2_360m,SmolLM,0.36,E4-Q4,nq_open,P3,em,1.4598,200,42
20260630_221653_smollm2_360m_E4-Q4_squad_v2_dev,smollm2_360m,SmolLM,0.36,E4-Q4,squad_v2,P0,em,6.4962,200,42
20260701_213857_smollm2_360m_E4-Q4_squad_v2_dev_P1,smollm2_360m,SmolLM,0.36,E4-Q4,squad_v2,P1,em,0.5333,200,42
20260701_221846_smollm2_360m_E4-Q4_squad_v2_dev_P2,smollm2_360m,SmolLM,0.36,E4-Q4,squad_v2,P2,em,2.091,200,42
20260702_055828_smollm2_360m_E4-Q4_squad_v2_dev_P3,smollm2_360m,SmolLM,0.36,E4-Q4,squad_v2,P3,em,2.2342,200,42
20260630_221654_smollm2_360m_E4-Q4_truthfulqa_mc1_dev,smollm2_360m,SmolLM,0.36,E4-Q4,truthfulqa_mc1,P0,acc,20.0,200,42
20260701_213857_smollm2_360m_E4-Q4_truthfulqa_mc1_dev_P1,smollm2_360m,SmolLM,0.36,E4-Q4,truthfulqa_mc1,P1,acc,22.0,200,42
20260701_222112_smollm2_360m_E4-Q4_truthfulqa_mc1_dev_P2,smollm2_360m,SmolLM,0.36,E4-Q4,truthfulqa_mc1,P2,acc,20.0,200,42
20260702_060523_smollm2_360m_E4-Q4_truthfulqa_mc1_dev_P3,smollm2_360m,SmolLM,0.36,E4-Q4,truthfulqa_mc1,P3,acc,20.0,200,42
20260630_225931_tinyllama_11b_E0-REF_halueval_general_dev,tinyllama_11b,TinyLlama,1.1,E0-REF,halueval_general,P0,acc,9.5,200,42
20260630_225816_tinyllama_11b_E0-REF_halueval_qa_dev,tinyllama_11b,TinyLlama,1.1,E0-REF,halueval_qa,P0,acc,5.0,200,42
20260630_225518_tinyllama_11b_E0-REF_nq_open_dev,tinyllama_11b,TinyLlama,1.1,E0-REF,nq_open,P0,em,3.7723,200,42
20260701_215831_tinyllama_11b_E0-REF_nq_open_dev_P1,tinyllama_11b,TinyLlama,1.1,E0-REF,nq_open,P1,em,3.1505,200,42
20260701_231103_tinyllama_11b_E0-REF_nq_open_dev_P2,tinyllama_11b,TinyLlama,1.1,E0-REF,nq_open,P2,em,3.8758,200,42
20260702_003352_tinyllama_11b_E0-REF_nq_open_dev_P3,tinyllama_11b,TinyLlama,1.1,E0-REF,nq_open,P3,em,3.6905,200,42
20260630_225512_tinyllama_11b_E0-REF_squad_v2_dev,tinyllama_11b,TinyLlama,1.1,E0-REF,squad_v2,P0,em,16.3101,200,42
20260702_021216_tinyllama_11b_E0-REF_squad_v2_dev_P1,tinyllama_11b,TinyLlama,1.1,E0-REF,squad_v2,P1,em,7.2132,200,42
20260701_231054_tinyllama_11b_E0-REF_squad_v2_dev_P2,tinyllama_11b,TinyLlama,1.1,E0-REF,squad_v2,P2,em,4.4123,200,42
20260702_003313_tinyllama_11b_E0-REF_squad_v2_dev_P3,tinyllama_11b,TinyLlama,1.1,E0-REF,squad_v2,P3,em,4.2523,200,42
20260630_225809_tinyllama_11b_E0-REF_truthfulqa_mc1_dev,tinyllama_11b,TinyLlama,1.1,E0-REF,truthfulqa_mc1,P0,acc,20.0,200,42
20260701_215828_tinyllama_11b_E0-REF_truthfulqa_mc1_dev_P1,tinyllama_11b,TinyLlama,1.1,E0-REF,truthfulqa_mc1,P1,acc,20.0,200,42
20260701_231356_tinyllama_11b_E0-REF_truthfulqa_mc1_dev_P2,tinyllama_11b,TinyLlama,1.1,E0-REF,truthfulqa_mc1,P2,acc,18.5,200,42
20260702_004958_tinyllama_11b_E0-REF_truthfulqa_mc1_dev_P3,tinyllama_11b,TinyLlama,1.1,E0-REF,truthfulqa_mc1,P3,acc,23.0,200,42
20260630_235723_tinyllama_11b_E1-INT8_halueval_general_dev,tinyllama_11b,TinyLlama,1.1,E1-INT8,halueval_general,P0,acc,10.5,200,42
20260630_235549_tinyllama_11b_E1-INT8_halueval_qa_dev,tinyllama_11b,TinyLlama,1.1,E1-INT8,halueval_qa,P0,acc,13.0,200,42
20260630_234807_tinyllama_11b_E1-INT8_nq_open_dev,tinyllama_11b,TinyLlama,1.1,E1-INT8,nq_open,P0,em,3.928,200,42
20260702_074632_tinyllama_11b_E1-INT8_nq_open_dev_P1,tinyllama_11b,TinyLlama,1.1,E1-INT8,nq_open,P1,em,3.331,200,42
20260702_104105_tinyllama_11b_E1-INT8_nq_open_dev_P2,tinyllama_11b,TinyLlama,1.1,E1-INT8,nq_open,P2,em,4.1844,200,42
20260702_131353_tinyllama_11b_E1-INT8_nq_open_dev_P3,tinyllama_11b,TinyLlama,1.1,E1-INT8,nq_open,P3,em,3.9477,200,42
20260630_234428_tinyllama_11b_E1-INT8_squad_v2_dev,tinyllama_11b,TinyLlama,1.1,E1-INT8,squad_v2,P0,em,16.2123,200,42
20260702_074453_tinyllama_11b_E1-INT8_squad_v2_dev_P1,tinyllama_11b,TinyLlama,1.1,E1-INT8,squad_v2,P1,em,7.4733,200,42
20260702_103853_tinyllama_11b_E1-INT8_squad_v2_dev_P2,tinyllama_11b,TinyLlama,1.1,E1-INT8,squad_v2,P2,em,4.793,200,42
20260702_131228_tinyllama_11b_E1-INT8_squad_v2_dev_P3,tinyllama_11b,TinyLlama,1.1,E1-INT8,squad_v2,P3,em,4.416,200,42
20260630_235252_tinyllama_11b_E1-INT8_truthfulqa_mc1_dev,tinyllama_11b,TinyLlama,1.1,E1-INT8,truthfulqa_mc1,P0,acc,20.0,200,42
20260702_075854_tinyllama_11b_E1-INT8_truthfulqa_mc1_dev_P1,tinyllama_11b,TinyLlama,1.1,E1-INT8,truthfulqa_mc1,P1,acc,24.0,200,42
20260702_104412_tinyllama_11b_E1-INT8_truthfulqa_mc1_dev_P2,tinyllama_11b,TinyLlama,1.1,E1-INT8,truthfulqa_mc1,P2,acc,17.0,200,42
20260702_131923_tinyllama_11b_E1-INT8_truthfulqa_mc1_dev_P3,tinyllama_11b,TinyLlama,1.1,E1-INT8,truthfulqa_mc1,P3,acc,21.0,200,42
20260701_001334_tinyllama_11b_E2-Q8_halueval_general_dev,tinyllama_11b,TinyLlama,1.1,E2-Q8,halueval_general,P0,acc,28.5,200,42
20260701_052910_tinyllama_11b_E2-Q8_halueval_qa_dev,tinyllama_11b,TinyLlama,1.1,E2-Q8,halueval_qa,P0,acc,56.5,200,42
20260701_001325_tinyllama_11b_E2-Q8_nq_open_dev,tinyllama_11b,TinyLlama,1.1,E2-Q8,nq_open,P0,em,2.3439,200,42
20260701_213648_tinyllama_11b_E2-Q8_nq_open_dev_P1,tinyllama_11b,TinyLlama,1.1,E2-Q8,nq_open,P1,em,2.4687,200,42
20260702_020829_tinyllama_11b_E2-Q8_nq_open_dev_P2,tinyllama_11b,TinyLlama,1.1,E2-Q8,nq_open,P2,em,1.4784,200,42
20260702_044401_tinyllama_11b_E2-Q8_nq_open_dev_P3,tinyllama_11b,TinyLlama,1.1,E2-Q8,nq_open,P3,em,1.5495,200,42
20260701_001325_tinyllama_11b_E2-Q8_squad_v2_dev,tinyllama_11b,TinyLlama,1.1,E2-Q8,squad_v2,P0,em,15.773,200,42
20260701_213649_tinyllama_11b_E2-Q8_squad_v2_dev_P1,tinyllama_11b,TinyLlama,1.1,E2-Q8,squad_v2,P1,em,18.707,200,42
20260702_020659_tinyllama_11b_E2-Q8_squad_v2_dev_P2,tinyllama_11b,TinyLlama,1.1,E2-Q8,squad_v2,P2,em,2.1216,200,42
20260702_044124_tinyllama_11b_E2-Q8_squad_v2_dev_P3,tinyllama_11b,TinyLlama,1.1,E2-Q8,squad_v2,P3,em,1.6976,200,42
20260701_001326_tinyllama_11b_E2-Q8_truthfulqa_mc1_dev,tinyllama_11b,TinyLlama,1.1,E2-Q8,truthfulqa_mc1,P0,acc,24.5,200,42
20260701_213648_tinyllama_11b_E2-Q8_truthfulqa_mc1_dev_P1,tinyllama_11b,TinyLlama,1.1,E2-Q8,truthfulqa_mc1,P1,acc,20.0,200,42
20260702_020959_tinyllama_11b_E2-Q8_truthfulqa_mc1_dev_P2,tinyllama_11b,TinyLlama,1.1,E2-Q8,truthfulqa_mc1,P2,acc,20.5,200,42
20260702_045128_tinyllama_11b_E2-Q8_truthfulqa_mc1_dev_P3,tinyllama_11b,TinyLlama,1.1,E2-Q8,truthfulqa_mc1,P3,acc,21.5,200,42
20260701_060434_tinyllama_11b_E3-Q5_halueval_general_dev,tinyllama_11b,TinyLlama,1.1,E3-Q5,halueval_general,P0,acc,21.5,200,42
20260701_103445_tinyllama_11b_E3-Q5_halueval_qa_dev,tinyllama_11b,TinyLlama,1.1,E3-Q5,halueval_qa,P0,acc,54.5,200,42
20260701_053349_tinyllama_11b_E3-Q5_nq_open_dev,tinyllama_11b,TinyLlama,1.1,E3-Q5,nq_open,P0,em,1.8764,200,42
20260701_213857_tinyllama_11b_E3-Q5_nq_open_dev_P1,tinyllama_11b,TinyLlama,1.1,E3-Q5,nq_open,P1,em,1.4528,200,42
20260702_034146_tinyllama_11b_E3-Q5_nq_open_dev_P2,tinyllama_11b,TinyLlama,1.1,E3-Q5,nq_open,P2,em,1.4761,200,42
20260702_064418_tinyllama_11b_E3-Q5_nq_open_dev_P3,tinyllama_11b,TinyLlama,1.1,E3-Q5,nq_open,P3,em,1.4118,200,42
20260701_053054_tinyllama_11b_E3-Q5_squad_v2_dev,tinyllama_11b,TinyLlama,1.1,E3-Q5,squad_v2,P0,em,15.3078,200,42
