run_id,model,family,params_b,setting,task,prompt_tier,metric_name,metric_value,n_examples,seed
20260702_141335_falcon_h1_15b_deep_E1-INT8_nq_open_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,nq_open,P3,em,2.1343,200,42
20260701_000519_falcon_h1_15b_deep_E1-INT8_squad_v2_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,squad_v2,P0,em,59.2253,200,42
20260702_080837_falcon_h1_15b_deep_E1-INT8_squad_v2_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,squad_v2,P1,em,19.4935,200,42
20260702_113843_falcon_h1_15b_deep_E1-INT8_squad_v2_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,squad_v2,P2,em,5.0079,200,42
20260702_141101_falcon_h1_15b_deep_E1-INT8_squad_v2_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,squad_v2,P3,em,4.9647,200,42
20260701_001316_falcon_h1_15b_deep_E1-INT8_truthfulqa_mc1_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,truthfulqa_mc1,P0,acc,62.0,200,42
20260702_113334_falcon_h1_15b_deep_E1-INT8_truthfulqa_mc1_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,truthfulqa_mc1,P1,acc,65.5,200,42
20260702_140651_falcon_h1_15b_deep_E1-INT8_truthfulqa_mc1_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,truthfulqa_mc1,P2,acc,58.5,200,42
20260702_142601_falcon_h1_15b_deep_E1-INT8_truthfulqa_mc1_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E1-INT8,truthfulqa_mc1,P3,acc,62.5,200,42
20260701_103445_falcon_h1_15b_deep_E2-Q8_halueval_general_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,halueval_general,P0,acc,77.0,200,42
20260701_103445_falcon_h1_15b_deep_E2-Q8_halueval_qa_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,halueval_qa,P0,acc,48.5,200,42
20260701_053855_falcon_h1_15b_deep_E2-Q8_nq_open_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,nq_open,P0,em,7.8747,200,42
20260701_213648_falcon_h1_15b_deep_E2-Q8_nq_open_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,nq_open,P1,em,2.7151,200,42
20260702_022346_falcon_h1_15b_deep_E2-Q8_nq_open_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,nq_open,P2,em,1.9098,200,42
20260702_050355_falcon_h1_15b_deep_E2-Q8_nq_open_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,nq_open,P3,em,1.5022,200,42
20260701_053531_falcon_h1_15b_deep_E2-Q8_squad_v2_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,squad_v2,P0,em,40.4965,200,42
20260701_213649_falcon_h1_15b_deep_E2-Q8_squad_v2_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,squad_v2,P1,em,23.7041,200,42
20260702_022142_falcon_h1_15b_deep_E2-Q8_squad_v2_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,squad_v2,P2,em,5.4691,200,42
20260702_045946_falcon_h1_15b_deep_E2-Q8_squad_v2_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,squad_v2,P3,em,3.7401,200,42
20260701_103445_falcon_h1_15b_deep_E2-Q8_truthfulqa_mc1_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,truthfulqa_mc1,P0,acc,61.5,200,42
20260701_234223_falcon_h1_15b_deep_E2-Q8_truthfulqa_mc1_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,truthfulqa_mc1,P1,acc,41.5,200,42
20260702_022947_falcon_h1_15b_deep_E2-Q8_truthfulqa_mc1_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,truthfulqa_mc1,P2,acc,54.5,200,42
20260702_051055_falcon_h1_15b_deep_E2-Q8_truthfulqa_mc1_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E2-Q8,truthfulqa_mc1,P3,acc,50.5,200,42
20260701_112846_falcon_h1_15b_deep_E3-Q5_halueval_general_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,halueval_general,P0,acc,72.0,200,42
20260701_111241_falcon_h1_15b_deep_E3-Q5_halueval_qa_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,halueval_qa,P0,acc,54.0,200,42
20260701_062835_falcon_h1_15b_deep_E3-Q5_nq_open_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,nq_open,P0,em,5.6397,200,42
20260702_013640_falcon_h1_15b_deep_E3-Q5_nq_open_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,nq_open,P1,em,1.9669,200,42
20260702_035609_falcon_h1_15b_deep_E3-Q5_nq_open_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,nq_open,P2,em,1.8521,200,42
20260702_070258_falcon_h1_15b_deep_E3-Q5_nq_open_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,nq_open,P3,em,1.5935,200,42
20260701_103440_falcon_h1_15b_deep_E3-Q5_squad_v2_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,squad_v2,P0,em,40.4782,200,42
20260702_013640_falcon_h1_15b_deep_E3-Q5_squad_v2_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,squad_v2,P1,em,18.5229,200,42
20260702_035247_falcon_h1_15b_deep_E3-Q5_squad_v2_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,squad_v2,P2,em,3.5123,200,42
20260702_065825_falcon_h1_15b_deep_E3-Q5_squad_v2_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,squad_v2,P3,em,2.9769,200,42
20260701_105843_falcon_h1_15b_deep_E3-Q5_truthfulqa_mc1_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,truthfulqa_mc1,P0,acc,61.0,200,42
20260702_013641_falcon_h1_15b_deep_E3-Q5_truthfulqa_mc1_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,truthfulqa_mc1,P1,acc,49.5,200,42
20260702_040303_falcon_h1_15b_deep_E3-Q5_truthfulqa_mc1_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,truthfulqa_mc1,P2,acc,60.0,200,42
20260702_070317_falcon_h1_15b_deep_E3-Q5_truthfulqa_mc1_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E3-Q5,truthfulqa_mc1,P3,acc,46.5,200,42
20260701_055749_falcon_h1_15b_deep_E4-Q4_halueval_general_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,halueval_general,P0,acc,74.5,200,42
20260701_103441_falcon_h1_15b_deep_E4-Q4_halueval_qa_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,halueval_qa,P0,acc,51.5,200,42
20260701_055147_falcon_h1_15b_deep_E4-Q4_nq_open_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,nq_open,P0,em,6.1442,200,42
20260701_214126_falcon_h1_15b_deep_E4-Q4_nq_open_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,nq_open,P1,em,1.8078,200,42
20260702_034206_falcon_h1_15b_deep_E4-Q4_nq_open_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,nq_open,P2,em,1.8561,200,42
20260702_070557_falcon_h1_15b_deep_E4-Q4_nq_open_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,nq_open,P3,em,1.491,200,42
20260701_055011_falcon_h1_15b_deep_E4-Q4_squad_v2_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,squad_v2,P0,em,37.4334,200,42
20260701_214126_falcon_h1_15b_deep_E4-Q4_squad_v2_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,squad_v2,P1,em,17.4205,200,42
20260702_033804_falcon_h1_15b_deep_E4-Q4_squad_v2_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,squad_v2,P2,em,4.1367,200,42
20260702_070543_falcon_h1_15b_deep_E4-Q4_squad_v2_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,squad_v2,P3,em,3.4185,200,42
20260701_055543_falcon_h1_15b_deep_E4-Q4_truthfulqa_mc1_dev,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,truthfulqa_mc1,P0,acc,60.5,200,42
20260701_214126_falcon_h1_15b_deep_E4-Q4_truthfulqa_mc1_dev_P1,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,truthfulqa_mc1,P1,acc,53.0,200,42
20260702_035541_falcon_h1_15b_deep_E4-Q4_truthfulqa_mc1_dev_P2,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,truthfulqa_mc1,P2,acc,58.0,200,42
20260702_070948_falcon_h1_15b_deep_E4-Q4_truthfulqa_mc1_dev_P3,falcon_h1_15b_deep,Falcon-H1,1.5,E4-Q4,truthfulqa_mc1,P3,acc,51.5,200,42
20260630_223732_falcon_h1_tiny_90m_E0-REF_halueval_general_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,halueval_general,P0,acc,79.0,200,42
20260630_211853_falcon_h1_tiny_90m_E0-REF_halueval_qa_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,halueval_qa,P0,acc,47.5,200,42
20260630_223731_falcon_h1_tiny_90m_E0-REF_nq_open_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,nq_open,P0,em,1.945,200,42
20260701_215520_falcon_h1_tiny_90m_E0-REF_nq_open_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,nq_open,P1,em,1.7616,200,42
20260701_223854_falcon_h1_tiny_90m_E0-REF_nq_open_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,nq_open,P2,em,1.467,200,42
20260702_000256_falcon_h1_tiny_90m_E0-REF_nq_open_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,nq_open,P3,em,1.2112,200,42
20260630_223732_falcon_h1_tiny_90m_E0-REF_squad_v2_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,squad_v2,P0,em,31.4819,200,42
20260701_215520_falcon_h1_tiny_90m_E0-REF_squad_v2_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,squad_v2,P1,em,13.0301,200,42
20260701_230409_falcon_h1_tiny_90m_E0-REF_squad_v2_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,squad_v2,P2,em,4.4731,200,42
20260702_000221_falcon_h1_tiny_90m_E0-REF_squad_v2_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,squad_v2,P3,em,2.9085,200,42
20260630_223732_falcon_h1_tiny_90m_E0-REF_truthfulqa_mc1_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,truthfulqa_mc1,P0,acc,21.5,200,42
20260701_215520_falcon_h1_tiny_90m_E0-REF_truthfulqa_mc1_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,truthfulqa_mc1,P1,acc,17.5,200,42
20260701_223951_falcon_h1_tiny_90m_E0-REF_truthfulqa_mc1_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,truthfulqa_mc1,P2,acc,24.0,200,42
20260702_000353_falcon_h1_tiny_90m_E0-REF_truthfulqa_mc1_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E0-REF,truthfulqa_mc1,P3,acc,29.5,200,42
20260630_225316_falcon_h1_tiny_90m_E1-INT8_halueval_general_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,halueval_general,P0,acc,79.0,200,42
20260630_225316_falcon_h1_tiny_90m_E1-INT8_halueval_qa_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,halueval_qa,P0,acc,47.5,200,42
20260630_225316_falcon_h1_tiny_90m_E1-INT8_nq_open_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,nq_open,P0,em,1.8547,200,42
20260702_001416_falcon_h1_tiny_90m_E1-INT8_nq_open_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,nq_open,P1,em,1.5242,200,42
20260702_092243_falcon_h1_tiny_90m_E1-INT8_nq_open_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,nq_open,P2,em,1.4557,200,42
20260702_115931_falcon_h1_tiny_90m_E1-INT8_nq_open_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,nq_open,P3,em,1.2405,200,42
20260630_225316_falcon_h1_tiny_90m_E1-INT8_squad_v2_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,squad_v2,P0,em,26.7832,200,42
20260701_225419_falcon_h1_tiny_90m_E1-INT8_squad_v2_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,squad_v2,P1,em,11.4637,200,42
20260702_092156_falcon_h1_tiny_90m_E1-INT8_squad_v2_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,squad_v2,P2,em,4.3394,200,42
20260702_115811_falcon_h1_tiny_90m_E1-INT8_squad_v2_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,squad_v2,P3,em,3.1578,200,42
20260630_225316_falcon_h1_tiny_90m_E1-INT8_truthfulqa_mc1_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,truthfulqa_mc1,P0,acc,19.0,200,42
20260702_004554_falcon_h1_tiny_90m_E1-INT8_truthfulqa_mc1_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,truthfulqa_mc1,P1,acc,17.5,200,42
20260702_092542_falcon_h1_tiny_90m_E1-INT8_truthfulqa_mc1_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,truthfulqa_mc1,P2,acc,21.5,200,42
20260702_120416_falcon_h1_tiny_90m_E1-INT8_truthfulqa_mc1_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E1-INT8,truthfulqa_mc1,P3,acc,26.5,200,42
20260701_052422_falcon_h1_tiny_90m_E2-Q8_halueval_general_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,halueval_general,P0,acc,56.0,200,42
20260701_052429_falcon_h1_tiny_90m_E2-Q8_halueval_qa_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,halueval_qa,P0,acc,35.5,200,42
20260701_052425_falcon_h1_tiny_90m_E2-Q8_nq_open_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,nq_open,P0,em,1.355,200,42
20260701_213648_falcon_h1_tiny_90m_E2-Q8_nq_open_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,nq_open,P1,em,1.4081,200,42
20260701_223112_falcon_h1_tiny_90m_E2-Q8_nq_open_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,nq_open,P2,em,1.1604,200,42
20260702_035231_falcon_h1_tiny_90m_E2-Q8_nq_open_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,nq_open,P3,em,1.162,200,42
20260701_052429_falcon_h1_tiny_90m_E2-Q8_squad_v2_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,squad_v2,P0,em,27.3062,200,42
20260701_213649_falcon_h1_tiny_90m_E2-Q8_squad_v2_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,squad_v2,P1,em,10.0968,200,42
20260701_223112_falcon_h1_tiny_90m_E2-Q8_squad_v2_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,squad_v2,P2,em,2.1224,200,42
20260702_034520_falcon_h1_tiny_90m_E2-Q8_squad_v2_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,squad_v2,P3,em,2.3183,200,42
20260701_052429_falcon_h1_tiny_90m_E2-Q8_truthfulqa_mc1_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,truthfulqa_mc1,P0,acc,25.0,200,42
20260701_213648_falcon_h1_tiny_90m_E2-Q8_truthfulqa_mc1_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,truthfulqa_mc1,P1,acc,23.0,200,42
20260701_223719_falcon_h1_tiny_90m_E2-Q8_truthfulqa_mc1_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,truthfulqa_mc1,P2,acc,20.5,200,42
20260702_035320_falcon_h1_tiny_90m_E2-Q8_truthfulqa_mc1_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E2-Q8,truthfulqa_mc1,P3,acc,21.0,200,42
20260701_052424_falcon_h1_tiny_90m_E3-Q5_halueval_general_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,halueval_general,P0,acc,35.0,200,42
20260701_052429_falcon_h1_tiny_90m_E3-Q5_halueval_qa_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,halueval_qa,P0,acc,26.0,200,42
20260701_052429_falcon_h1_tiny_90m_E3-Q5_nq_open_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,nq_open,P0,em,0.966,200,42
20260701_213856_falcon_h1_tiny_90m_E3-Q5_nq_open_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,nq_open,P1,em,1.3771,200,42
20260701_223454_falcon_h1_tiny_90m_E3-Q5_nq_open_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,nq_open,P2,em,1.1815,200,42
20260702_054129_falcon_h1_tiny_90m_E3-Q5_nq_open_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,nq_open,P3,em,1.082,200,42
20260701_052429_falcon_h1_tiny_90m_E3-Q5_squad_v2_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,squad_v2,P0,em,25.4959,200,42
20260701_213856_falcon_h1_tiny_90m_E3-Q5_squad_v2_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,squad_v2,P1,em,8.6033,200,42
20260701_223507_falcon_h1_tiny_90m_E3-Q5_squad_v2_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,squad_v2,P2,em,1.4488,200,42
20260702_053933_falcon_h1_tiny_90m_E3-Q5_squad_v2_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,squad_v2,P3,em,2.2357,200,42
20260701_052423_falcon_h1_tiny_90m_E3-Q5_truthfulqa_mc1_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,truthfulqa_mc1,P0,acc,23.0,200,42
20260701_213856_falcon_h1_tiny_90m_E3-Q5_truthfulqa_mc1_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,truthfulqa_mc1,P1,acc,23.0,200,42
20260701_223721_falcon_h1_tiny_90m_E3-Q5_truthfulqa_mc1_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,truthfulqa_mc1,P2,acc,20.0,200,42
20260702_054129_falcon_h1_tiny_90m_E3-Q5_truthfulqa_mc1_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E3-Q5,truthfulqa_mc1,P3,acc,21.5,200,42
20260701_052434_falcon_h1_tiny_90m_E4-Q4_halueval_general_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,halueval_general,P0,acc,19.5,200,42
20260701_052432_falcon_h1_tiny_90m_E4-Q4_halueval_qa_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,halueval_qa,P0,acc,29.5,200,42
20260701_052432_falcon_h1_tiny_90m_E4-Q4_nq_open_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,nq_open,P0,em,0.4015,200,42
20260701_213857_falcon_h1_tiny_90m_E4-Q4_nq_open_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,nq_open,P1,em,0.997,200,42
20260701_221458_falcon_h1_tiny_90m_E4-Q4_nq_open_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,nq_open,P2,em,1.1324,200,42
20260702_055012_falcon_h1_tiny_90m_E4-Q4_nq_open_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,nq_open,P3,em,0.5873,200,42
20260701_052434_falcon_h1_tiny_90m_E4-Q4_squad_v2_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,squad_v2,P0,em,15.5101,200,42
20260701_213857_falcon_h1_tiny_90m_E4-Q4_squad_v2_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,squad_v2,P1,em,4.1848,200,42
20260701_221546_falcon_h1_tiny_90m_E4-Q4_squad_v2_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,squad_v2,P2,em,1.4938,200,42
20260702_055012_falcon_h1_tiny_90m_E4-Q4_squad_v2_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,squad_v2,P3,em,2.3543,200,42
20260701_052434_falcon_h1_tiny_90m_E4-Q4_truthfulqa_mc1_dev,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,truthfulqa_mc1,P0,acc,19.5,200,42
20260701_213857_falcon_h1_tiny_90m_E4-Q4_truthfulqa_mc1_dev_P1,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,truthfulqa_mc1,P1,acc,20.5,200,42
20260701_221828_falcon_h1_tiny_90m_E4-Q4_truthfulqa_mc1_dev_P2,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,truthfulqa_mc1,P2,acc,19.0,200,42
20260702_055309_falcon_h1_tiny_90m_E4-Q4_truthfulqa_mc1_dev_P3,falcon_h1_tiny_90m,Falcon-H1,0.09,E4-Q4,truthfulqa_mc1,P3,acc,23.5,200,42
20260630_225754_falcon_h1_tiny_r_06b_E0-REF_halueval_general_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,halueval_general,P0,acc,0.0,200,42
20260630_225753_falcon_h1_tiny_r_06b_E0-REF_halueval_qa_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,halueval_qa,P0,acc,0.0,200,42
20260630_224404_falcon_h1_tiny_r_06b_E0-REF_nq_open_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,nq_open,P0,em,1.0553,200,42
20260701_213956_falcon_h1_tiny_r_06b_E0-REF_nq_open_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,nq_open,P1,em,1.1546,200,42
20260701_225554_falcon_h1_tiny_r_06b_E0-REF_nq_open_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,nq_open,P2,em,1.1598,200,42
20260702_001817_falcon_h1_tiny_r_06b_E0-REF_nq_open_dev_P3,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,nq_open,P3,em,1.0303,200,42
20260630_224404_falcon_h1_tiny_r_06b_E0-REF_squad_v2_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,squad_v2,P0,em,0.0,200,42
20260701_213908_falcon_h1_tiny_r_06b_E0-REF_squad_v2_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,squad_v2,P1,em,0.0,200,42
20260701_225344_falcon_h1_tiny_r_06b_E0-REF_squad_v2_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,squad_v2,P2,em,0.0,200,42
20260702_001521_falcon_h1_tiny_r_06b_E0-REF_squad_v2_dev_P3,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,squad_v2,P3,em,0.0,200,42
20260630_224451_falcon_h1_tiny_r_06b_E0-REF_truthfulqa_mc1_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,truthfulqa_mc1,P0,acc,22.0,200,42
20260701_214135_falcon_h1_tiny_r_06b_E0-REF_truthfulqa_mc1_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,truthfulqa_mc1,P1,acc,21.5,200,42
20260701_225817_falcon_h1_tiny_r_06b_E0-REF_truthfulqa_mc1_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,truthfulqa_mc1,P2,acc,22.5,200,42
20260702_001905_falcon_h1_tiny_r_06b_E0-REF_truthfulqa_mc1_dev_P3,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E0-REF,truthfulqa_mc1,P3,acc,21.0,200,42
20260630_232826_falcon_h1_tiny_r_06b_E1-INT8_halueval_general_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,halueval_general,P0,acc,0.0,200,42
20260701_052506_falcon_h1_tiny_r_06b_E1-INT8_halueval_qa_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,halueval_qa,P0,acc,0.0,200,42
20260630_232634_falcon_h1_tiny_r_06b_E1-INT8_nq_open_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,nq_open,P0,em,1.07,200,42
20260702_073412_falcon_h1_tiny_r_06b_E1-INT8_nq_open_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,nq_open,P1,em,1.0154,200,42
20260702_100910_falcon_h1_tiny_r_06b_E1-INT8_nq_open_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,nq_open,P2,em,1.1616,200,42
20260702_122651_falcon_h1_tiny_r_06b_E1-INT8_nq_open_dev_P3,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,nq_open,P3,em,1.0631,200,42
20260630_232526_falcon_h1_tiny_r_06b_E1-INT8_squad_v2_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,squad_v2,P0,em,0.0,200,42
20260702_073412_falcon_h1_tiny_r_06b_E1-INT8_squad_v2_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,squad_v2,P1,em,0.0,200,42
20260702_100326_falcon_h1_tiny_r_06b_E1-INT8_squad_v2_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,squad_v2,P2,em,0.0,200,42
20260702_122023_falcon_h1_tiny_r_06b_E1-INT8_squad_v2_dev_P3,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,squad_v2,P3,em,0.0,200,42
20260630_232636_falcon_h1_tiny_r_06b_E1-INT8_truthfulqa_mc1_dev,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,truthfulqa_mc1,P0,acc,22.0,200,42
20260702_073412_falcon_h1_tiny_r_06b_E1-INT8_truthfulqa_mc1_dev_P1,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,truthfulqa_mc1,P1,acc,23.0,200,42
20260702_101007_falcon_h1_tiny_r_06b_E1-INT8_truthfulqa_mc1_dev_P2,falcon_h1_tiny_r_06b,Falcon-H1,0.6,E1-INT8,truthfulqa_mc1,P2,acc,21.0,200,42
